统计周期,工厂ID,公司名称,所在地区,主营工艺,会员类型,主要使用角色,本周是否新增使用,本周是否回流,本周使用天数,本周会话次数,本周用户提问数,本周上传图纸数,本周主要使用场景,本周是否提出新需求,新需求摘要,本周是否出现问题,问题摘要,当前主分层,特殊价值标签,分层原因,下一步动作
2026-07-20 至 2026-07-26,3021376,宁波市奉化区晋昇电子科技有限公司,宁波,塑胶成型、机加工、模具制造,付费会员,经理/主管,否,是,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2573263,成都吉木泰科技有限公司,成都市,机加工、钣金,付费会员,经理/主管,否,否,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2999034,大连施奈莱克创新汽车零部件有限公司,大连市,冲压,免费/非会员,未填写,是,否,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1715561,苏州杰盛五金制品有限公司,苏州,冲压、钣金、模具制造,付费会员,销售/业务,否,是,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2826407,温州旭泰工贸有限公司,,塑胶成型、模具制造,付费会员,经理/主管,否,是,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2444233,东莞市固来诺五金有限公司,东莞市,机加工,付费会员,经理/主管,否,是,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2835941,宁波天擎航天科技有限公司,,机加工、热处理、模具制造、冲压、泵 阀 接头,免费/非会员,其他,否,否,1,1,2,1,工程技术,否,,否,,低频尝鲜用户,工程技术,本周使用1天，1次会话，提问2条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2647118,宁波双喆特种塑料制品有限公司,余姚市,塑胶成型、冲压,付费会员,未填写,否,是,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2459750,沧州昌运机械制造有限公司/青县振昌机械加工厂,沧州市,机加工、钣金,付费会员,经理/主管,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3030136,东莞市熠通五金制品有限公司,东莞市,机加工、钣金、冲压、表面处理,付费会员,销售/业务,否,是,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,回流、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2997856,上海依亿博科技有限公司,上海,表面处理、钣金、冲压,付费会员,经理/主管,否,是,1,1,2,0,贸易合规,是,因为我们这边没有收到具体产品的光泽度要求，粉末涂层的光泽度是会随着烘烤时间和温度而变化，时间越短，温度越低，粉末涂层的亮度就会越高，反之就会遍暗。打样时因为工件的数量不多，我们是在小流水线做的，速度较快，烘烤的时间较短，所以烘烤出来的工件比较亮。这批小批量试产数量有2Kpcs，我,否,,低频尝鲜用户,回流、贸易合规、有新需求,本周使用1天，1次会话，提问2条，上传图纸0个,记录需求并产品评估
2026-07-20 至 2026-07-26,1894833,宁波市佳利来机械制造有限公司,宁波,铸造、塑胶成型、机加工、模具制造,付费会员,销售/业务,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2858202,上海锐途机械设备有限公司,上海,机加工、铸造、钣金,付费会员,经理/主管,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2739295,杭州东开金属制品有限公司,杭州,钣金,付费会员,销售/业务,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2310799,苏州展田精密机电有限公司,苏州,机加工、铸造、紧固件&五金件、冲压,付费会员,销售/业务,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2933406,宁波东塑塑业有限公司,宁波,塑胶成型、机加工,付费会员,经理/主管,否,否,1,1,2,0,工程技术,否,,否,,低频尝鲜用户,工程技术,本周使用1天，1次会话，提问2条，上传图纸0个,常规维护，持续观察
2026-07-20 至 2026-07-26,2633716,保定市鹏宬五金制品有限公司,保定市,铸造,付费会员,经理/主管,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2005271,深圳市杰群精密制造有限公司,深圳市,机加工、铸造、模具制造,付费会员,经理/主管,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2227413,杭州萧山百航模具有限公司,杭州,冲压,付费会员,经理/主管,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1400511,温州奕泰标准件有限公司,温州,机加工、锻造,付费会员,经理/主管,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1892107,兰溪聚力智能装备有限公司,金华,机加工、锻造,付费会员,经理/主管,是,否,1,1,2,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2985885,上海润同塑料模具有限公司,上海,塑胶成型、模具制造,付费会员,高管/负责人,是,否,1,1,1,11,成本报价,否,,否,,活跃用户,新使用、图纸大户、成本报价,本周使用1天，1次会话，提问1条，上传图纸11个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2588158,赣州深科上品科技有限公司,赣州市,冲压、钣金、机加工,付费会员,销售/业务,否,是,1,1,1,3,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2545705,昆山庆锋圆精密模具有限公司,昆山,机加工、模具制造,付费会员,经理/主管,是,否,1,1,1,2,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2971702,余姚市铭德自动化设备有限公司,宁波,机加工、铸造,付费会员,经理/主管,否,否,1,1,1,2,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,1889949,昆山互协精密模具有限公司,苏州,塑胶成型、模具制造,付费会员,其他,否,否,1,1,1,2,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,2095755,广州市晟阳金属制品有限公司,广州市,冲压、电气产品,付费会员,高管/负责人,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2445951,上海亨业精密五金制品有限公司,上海,紧固件&五金件、机加工,付费会员,经理/主管,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,1860821,苏州胜丽兴科技有限公司,苏州,机加工、钣金,付费会员,经理/主管,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1927567,浙江三泰精密五金有限公司,海盐,紧固件&五金件、机加工、冲压、铸造、锻造,付费会员,经理/主管,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2965396,中山市厉索精密科技有限公司,中山市,机加工,付费会员,高管/负责人,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3050895,深圳市博磊科技有限公司,,铸造、机加工、其他,免费/非会员,未填写,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2930876,吴江市马龙纺织机械厂,苏州,机加工、塑胶成型,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2034811,中能兴盛(香河)半导体精密制造有限公司,廊坊市,机加工、钣金,付费会员,经理/主管,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1277918,江门市乐道高科有限公司,中山市,机加工,付费会员,销售/业务,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1831324,深圳市联成兴自动化设备有限公司,深圳市,机加工,付费会员,经理/主管,是,否,1,1,1,1,工程技术,否,,否,,低频尝鲜用户,新使用、工程技术,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2352144,海安飞宇机械有限公司,海安市,钣金、机加工、铸造、表面处理,付费会员,经理/主管,是,否,1,1,1,1,工程技术,否,,否,,低频尝鲜用户,新使用、工程技术,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1783247,苏州智亚信机械有限公司,苏州,钣金、机加工,付费会员,经理/主管,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2514683,惠州市信言精密五金制品有限公司,惠州市,机加工,付费会员,经理/主管,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2958550,沧州市恒义微电子有限公司,沧州市,冲压、钣金,付费会员,销售/业务,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3016962,广东金石雷佳增材技术有限公司,惠州市,机加工、快速原型,付费会员,高管/负责人,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2541420,东莞市欣威五金科技有限公司/东莞市新泓宇五金科技有限公司,东莞市,机加工、冲压,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2878356,南通工特机械有限公司,南通,机加工、钣金,付费会员,经理/主管,是,否,1,1,1,1,工程技术,否,,否,,低频尝鲜用户,新使用、工程技术,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2047003,宁波宝程机械有限公司/ 宁波精翔机电科技有限公司,宁波,机加工、铸造、锻造,付费会员,经理/主管,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,1840451,苏州金振科金属制品有限公司,苏州,铸造、机加工,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2520079,东莞市华亿智控科技有限公司,东莞市,机加工、钣金,付费会员,经理/主管,否,是,1,1,1,1,工程技术,否,,否,,低频尝鲜用户,回流、工程技术,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3034865,沧州昂威汽车配件有限公司,,冲压、钣金、模具制造,付费会员,经理/主管,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,1639503,西安嘉瀚机电科技有限公司,西安,机加工、热处理、表面处理、铸造、挤出,付费会员,销售/业务,是,否,1,1,1,1,工程技术,否,,是,"帮我分析这个零件我们能做吗？不能做的点有哪些？ [零件文件预处理上下文] 零件文件1：D2024722_001_C01064406_Vandalism protection, assy, v2.pdf 预处理结果：{""status"":""success"",""fileId"":""6f4",低频尝鲜用户,新使用、工程技术、需问题跟进,本周使用1天，1次会话，提问1条，上传图纸1个,优先排查问题并回访
2026-07-20 至 2026-07-26,2449560,宁波万鑫盛博机械有限公司,,机加工、铸造、锻造,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2547318,苏州创智精密五金有限公司,苏州,机加工、钣金、冲压,付费会员,经理/主管,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2520261,江苏昊东模塑有限公司,镇江,机加工、塑胶成型、钣金、快速原型,付费会员,销售/业务,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2993813,广州锦鑫机电设备有限公司,广州市,机加工、钣金,付费会员,高管/负责人,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1854822,上海现想精密部件有限公司,上海,机加工,付费会员,经理/主管,是,否,1,1,1,1,工程技术,否,,否,,低频尝鲜用户,新使用、工程技术,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2823906,扬州典达精密科技有限公司/扬州典迈精密科技有限公司,扬州,机加工,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2803933,昆山法黎鑫金属制品有限公司,苏州,表面处理、铸造、机加工,付费会员,经理/主管,否,否,1,1,1,1,成本报价,是,1.材料铝合金 2.单价 + 模具费 3.样品交期 + 量产交期 4.交付能达到的表面粗糙度/Ra值 客户年需求量12000件（1714套），请报价143套和1714套， 你帮我分析这个项目需要和客户沟通哪些问题，另外帮我报价,否,,低频尝鲜用户,成本报价、有新需求,本周使用1天，1次会话，提问1条，上传图纸1个,记录需求并产品评估
2026-07-20 至 2026-07-26,2865101,温州登锋金属科技有限公司,温州,钣金,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2925964,瑞安市睿屹五金有限公司/瑞安市桥梁弹簧夹头厂,温州,机加工,付费会员,经理/主管,否,是,1,1,1,1,工程技术,否,,否,,低频尝鲜用户,回流、工程技术,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2398473,龙泉市瑞启金属材料有限公司,丽水市,铸造、模具制造,付费会员,经理/主管,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,1657343,宁波科诺自动门五金有限公司,宁波,铸造、冲压,付费会员,经理/主管,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,1915979,杭州富阳新晟机械有限公司,杭州,钣金、冲压,付费会员,经理/主管,否,是,1,1,1,1,工程技术,否,,否,,低频尝鲜用户,回流、工程技术,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2317098,平湖市一鑫齿轮传动有限公司,平湖,机加工,付费会员,经理/主管,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3029808,希克斯工业设备（苏州）有限公司,苏州,机加工、钣金,付费会员,销售/业务,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2873536,东台市奥鸿金属制品厂（个体工商户）,东台市,机加工、钣金,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2971960,深圳市特嘉贸易有限公司,深圳市,机加工、塑胶成型,付费会员,经理/主管,否,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2459342,常州景之瑞照明科技有限公司,常州,钣金、冲压,付费会员,高管/负责人,否,是,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2514370,宁波贻瑞机械制造有限公司,宁波,机加工、铸造、锻造,付费会员,经理/主管,是,否,1,1,1,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问1条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3046060,苏州玛浩精密机械有限公司,,其他,免费/非会员,其他,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1646433,常州永之源机械配件有限公司,常州,塑胶成型、模具制造,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2997689,句容鑫立智能科技有限公司,镇江,钣金,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1766976,常州方至精密机械制造有限公司,常州,机加工、装配、铸造,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1893476,常州欣昊铝板加工有限公司,常州,冲压、钣金,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2729559,余姚市巨益汽车配件有限公司、余姚市澳周金属制品有限公司,余姚市,冲压、钣金、铸造、模具制造,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2491845,苏州久卓精密部件有限公司,苏州,机加工,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2952105,马鞍山市大浪淘沙机械科技有限公司,南京,机加工、钣金,付费会员,经理/主管,否,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,常规维护，持续观察
2026-07-20 至 2026-07-26,2647269,上海双敦实业有限公司,上海,冲压、模具制造,付费会员,工程/技术,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3050897,广西来宾市春成科技有限公司,,其他,免费/非会员,未填写,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2782859,上海震品五金制品有限公司,上海,机加工、冲压、钣金,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,是,"本公司有CNC,数控车，等设备，希望询盘到在上海周边的客户，并能长期合作！",否,,低频尝鲜用户,新使用、询盘机会、有新需求,本周使用1天，1次会话，提问1条，上传图纸0个,记录需求并产品评估
2026-07-20 至 2026-07-26,2979706,任丘市基源机械配件有限公司,沧州市,机加工、钣金,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2431878,张家港市恒信塑业有限公司,张家港,塑胶成型,付费会员,销售/业务,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3043251,泰州明宥精密五金制造有限公司,兴化市,机加工、紧固件&五金件、钣金,付费会员,高管/负责人,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1931043,青岛日昇正晓机械有限公司,青岛市,机加工、其他,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1653398,宁波雅诺丹电气有限公司,浙江余姚市,钣金、塑胶成型、装配,付费会员,销售/业务,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2793896,上海汉神机电股份有限公司,上海,钣金、机加工、塑胶成型,付费会员,销售/业务,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2849646,江苏奈士科技有限公司,靖江市,铸造、机加工、模具制造、表面处理,付费会员,销售/业务,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2365167,沧州皓旭五金制品有限公司,沧州市,冲压、钣金、机加工、锻造,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1339953,青岛浩利贸易有限公司,南京,钣金、塑胶成型,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2437089,东莞市志鑫成科技有限公司,东莞,机加工、铸造,付费会员,工程/技术,否,是,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,回流、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1703058,东莞市海统机电实业有限公司,广东东莞市,冲压、机加工,付费会员,销售/业务,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3043461,上海双敦实业有限公司,,其他,免费/非会员,未填写,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2993792,艾格曼（常州）精密机械科技有限公司,无锡,钣金、冲压,付费会员,经理/主管,否,否,1,1,1,0,贸易合规,否,,否,,低频尝鲜用户,贸易合规,本周使用1天，1次会话，提问1条，上传图纸0个,常规维护，持续观察
2026-07-20 至 2026-07-26,3046388,洛阳康择家具有限公司,洛阳市,其他,免费/非会员,未填写,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1982091,晋升泰精密（深圳）有限公司,昆山,机加工、紧固件&五金件、其他、挤出,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2870927,永嘉县正宏金属制品有限公司,温州,机加工、铸造,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2925776,苏州凡太奇模具科技有限公司,苏州,机加工,付费会员,经理/主管,否,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,常规维护，持续观察
2026-07-20 至 2026-07-26,2628690,温州市精彩汽车零部件有限公司,温州,塑胶成型、模具制造、表面处理,付费会员,经理/主管,是,否,1,1,1,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问1条，上传图纸0个,新用户引导，推动二次使用
